date,age,distance,stores,latitude,longitude,price
2000,3,6,5,88,128,13457
2000,11,2,2,81,122,12410
2000,12,9,0,86,130,14024
2018,23,5,0,90,130,13987
2005,0,0,2,86,124,12126
2005,19,8,7,83,123,14471
2017,16,0,3,81,128,13030
2017,30,0,6,85,122,13432
2009,27,8,6,81,124,14822
2010,4,10,4,89,127,14219
2018,28,3,5,88,121,14232
2015,0,6,4,87,126,13780
2011,2,2,6,89,122,12300
2004,17,0,3,81,124,12237
2017,0,4,4,89,129,12893
2014,20,2,4,83,122,13409
2010,27,3,8,90,120,14021
2001,23,4,7,83,125,14232
2010,4,2,2,86,130,12551
2013,26,1,1,81,124,13436
2003,17,9,7,88,123,14343
2002,31,9,8,89,127,15591
2015,17,8,7,83,126,14177
2013,31,5,8,80,122,15095
2006,23,6,0,80,121,14164
2003,0,0,0,86,126,11902
2016,25,0,8,86,125,13436
2013,1,0,7,86,122,12172
2005,19,1,1,85,122,12208
2013,10,3,3,82,126,12214
2014,31,9,9,84,130,15693
2007,13,0,9,86,124,12763
2009,21,4,10,89,129,14602
2000,24,5,8,86,127,14829
2004,5,10,8,88,126,14783
2005,29,7,0,88,120,14952
2007,9,4,9,80,129,13921
2016,20,1,0,83,128,12168
2007,23,1,4,85,124,13753
2013,11,6,10,88,128,13902
2013,5,9,7,80,121,14618
2017,24,7,2,87,123,14517
2012,26,1,3,81,127,12666
2010,21,3,6,90,127,13312
2011,35,7,6,81,127,15526
2013,28,2,2,90,120,12974
2015,35,3,0,87,121,14907
2001,35,6,0,84,125,14967
2018,31,5,10,86,120,14861
2006,11,3,3,81,122,12443
2014,15,10,6,85,121,15071
2016,21,4,5,88,123,13089
2015,12,9,1,85,127,13749
2005,34,2,0,84,122,14177
2011,34,10,1,90,124,15868
2010,36,8,1,85,129,15102
2018,1,1,9,85,120,12482
2011,17,0,1,80,123,12918
2009,32,0,2,89,121,13493
2007,6,5,0,90,123,12590
2011,35,9,4,84,121,15084
2018,6,9,6,89,127,13944
2000,20,0,0,86,127,12148
2017,37,2,9,89,125,14114
2013,34,7,2,88,123,14884
2006,18,0,3,90,129,11995
2014,32,8,5,82,123,15182
2006,5,9,6,87,122,13565
2011,13,3,8,87,124,13221
2014,1,2,10,86,130,12524
2002,30,8,3,87,124,14514
2004,18,6,8,87,124,13932
2002,3,1,7,82,129,11751
2007,32,3,8,82,124,14373
2012,27,7,3,90,128,14288
2001,9,1,4,82,121,12236
2008,9,9,5,88,120,14781
2017,0,1,2,83,125,11496
2016,9,0,5,84,128,12461
2005,24,7,0,84,121,13827
2004,3,7,10,85,126,14292
2015,6,8,2,82,128,13357
2015,23,5,9,81,126,14732
2001,28,5,10,84,125,14311
2008,13,5,6,89,121,13012
2009,2,0,4,90,126,11939
2003,6,10,4,80,120,14030
2001,22,9,3,85,130,14064
2001,11,3,5,90,120,12300
2012,30,5,8,89,127,14076
2003,33,0,0,82,121,13663
2018,34,2,10,82,123,14990
2003,16,8,4,83,128,13676
2017,1,6,5,82,124,12689
2011,18,5,2,89,128,13741
2013,28,8,4,82,121,14804
2011,25,9,1,85,126,14943
2015,5,1,1,88,123,12573
2003,38,0,0,83,130,14037
2006,20,6,2,80,124,13845
2015,1,0,2,88,127,11718
2015,16,7,7,81,121,13496
2007,22,1,5,85,130,13648
2008,26,3,5,86,124,13414
2012,14,5,3,81,121,13643
2010,19,4,5,80,122,13023
2013,29,0,9,89,121,13752
2009,11,10,3,86,130,14523
2013,9,10,0,86,128,14558
2018,13,10,8,81,123,14208
2001,10,1,7,83,120,12422
2004,21,5,0,81,122,13451
2014,36,3,2,82,127,14847
2001,0,5,5,87,126,13550
2014,13,3,5,90,120,13457
2002,38,3,10,88,130,14788
2014,25,3,10,80,127,14368
2011,10,5,0,80,128,12850
2012,25,7,3,88,126,14505
2018,1,6,8,84,123,13479
2016,1,2,10,82,124,12480
2008,25,0,1,88,130,12958
2006,21,9,3,90,128,14672
2008,4,8,1,80,120,13665
2012,29,1,3,83,123,13503
2015,10,8,8,84,124,14536
2013,18,4,3,80,124,13650
2012,6,8,2,90,120,14093
2013,19,3,8,85,120,13877
2001,21,3,1,86,122,13473
2017,30,1,9,87,120,14034
2009,38,2,7,89,120,14543
2009,28,2,3,90,128,14309
2001,26,10,7,89,130,14767
2010,1,10,7,88,122,14645
2014,1,2,1,84,129,11806
2015,6,2,2,85,130,12753
2005,34,10,2,90,127,15149
2015,18,9,4,81,120,14254
2009,19,10,1,84,122,14626
2002,35,10,3,80,125,15336
2015,7,10,4,88,122,14424
2007,37,1,0,85,125,14147
2018,34,2,3,85,127,14803
2007,2,7,5,86,122,14142
2003,9,2,5,86,129,13067
2009,30,4,6,83,128,13980
2007,28,7,5,81,129,15404
2002,28,9,2,83,130,14795
2006,36,6,8,81,127,14721
2005,13,0,7,83,125,12014
2009,31,0,4,84,124,13377
2005,2,5,9,84,129,13811
2012,21,2,9,90,120,13354
2014,19,10,5,84,124,14862
2013,28,2,1,81,130,13439
2011,20,6,2,87,121,14141
2010,19,4,6,84,130,13264
2011,30,6,10,81,127,15224
2002,17,5,4,80,126,13560
2016,35,5,8,89,121,15234
2008,18,9,4,86,130,14804
2003,4,5,0,85,130,13032
2006,20,2,4,86,121,13757
2012,1,9,10,80,127,14574
2003,29,9,5,86,125,14760
2011,3,4,4,89,127,12789
2016,13,3,3,82,129,12999
2004,1,9,7,88,122,13892
2005,4,2,10,89,124,12781
2005,7,1,6,80,122,12661
2011,14,5,9,85,126,13355
2012,37,3,1,86,124,14125
2016,16,8,7,83,120,14224
2014,28,6,7,83,120,14152
2007,16,6,7,84,130,14190
2008,17,10,5,82,128,14611
2009,35,3,9,82,129,14086
2001,6,9,1,84,127,14214
2016,37,8,10,85,130,15805
2002,3,8,7,90,121,14344
2014,28,2,5,81,128,13255
2016,35,9,5,84,124,16183
2007,10,0,5,90,128,12987
2008,32,1,5,86,122,14459
2015,5,8,5,82,124,13959
2010,33,10,10,82,121,15794
2003,9,0,4,87,123,11955
2007,15,2,7,82,125,13145
2003,22,5,7,88,122,14396
2009,37,7,8,85,129,15071
2006,36,3,0,88,124,13964
2011,32,4,6,86,122,14383
2017,10,5,9,86,122,13578
2016,28,9,2,82,124,15456
2012,32,2,4,85,120,14490
2011,10,2,0,84,125,12358
2002,23,6,0,88,120,13422
2011,11,3,10,80,125,12956
2012,23,9,0,81,123,15233
2015,36,1,5,84,121,13689
2006,28,0,5,82,128,13446
2016,10,9,1,86,123,13657
2004,19,7,0,80,122,14510
2001,31,6,9,85,120,15310
2006,5,10,6,81,122,13754
2008,38,10,6,86,128,16340
2007,3,8,10,84,120,14483
2003,19,1,3,86,124,12818
2003,32,5,6,82,129,15075
2003,15,6,1,88,126,13567
2017,36,10,6,80,123,16143
2004,13,8,7,87,120,14043
2001,19,0,1,88,123,12512
2006,8,1,7,89,129,12455
2001,4,1,2,85,122,12253
2006,22,1,0,82,129,12994
2008,3,5,1,84,130,13581
2012,22,6,5,90,126,14836
2013,27,7,1,80,123,14871
2009,15,3,0,82,127,13399
2013,13,3,7,82,120,13764
2008,6,8,3,81,122,14341
2005,20,9,3,85,124,15064
2012,24,5,2,86,130,14606
2008,33,8,0,85,122,15624
2002,37,0,7,84,122,14753
2001,31,9,4,89,120,15599
2003,35,6,3,89,130,14928
2005,32,0,8,89,126,13297
2010,25,3,8,82,123,13480
2001,35,10,6,85,120,16360
2004,37,8,5,85,125,16349
2002,35,1,3,86,127,13352
2005,5,1,7,90,127,12225
2006,34,6,6,90,121,14583
2017,20,2,2,86,127,13241
2005,38,0,9,89,125,15003
2017,21,9,9,87,130,15149
2017,3,8,0,83,120,14154
2000,4,6,8,87,122,13845
2011,1,8,8,85,126,14398
2009,17,8,7,82,127,14652
2008,11,5,0,88,127,13664
2012,27,8,3,85,130,14867
2000,14,0,4,88,130,12945
2006,20,8,7,90,123,14568
2005,31,4,3,85,129,14282
2001,2,10,2,88,121,14114
2003,19,1,8,85,129,13343
2003,19,1,10,83,130,13565
2001,22,6,10,83,129,13879
2016,11,1,4,85,128,12567
2011,12,7,1,88,124,14303
2003,9,10,3,85,120,14230
2015,2,0,2,87,127,11860
2018,31,2,10,86,120,14492
2002,19,9,4,88,123,14296
2009,29,5,7,80,127,14141
2012,17,4,10,84,124,13836
2006,37,10,5,81,121,15997
2005,31,5,8,86,125,15102
2000,25,3,3,84,121,14061
2005,32,4,8,89,124,14983
2012,13,5,3,83,123,12737
2006,28,9,3,85,125,14469
2006,12,2,2,87,124,12774
2007,20,2,5,80,125,13552
2002,10,6,10,90,127,14316
2007,4,10,2,82,120,14660
2012,13,9,5,82,124,14323
2014,8,6,10,82,123,13486
2010,1,8,8,83,120,13593
2003,16,3,4,90,124,12507
2010,19,10,10,84,130,15126
2002,2,10,1,82,122,13918
2003,24,8,0,89,121,13805
2016,38,8,5,87,121,15860
2001,23,4,0,89,124,13276
2016,36,2,6,84,120,14319
2012,3,6,7,83,122,13054
2011,33,9,5,87,120,15727
2016,3,10,8,87,123,15022
2006,10,7,4,85,126,14092
2007,34,5,0,88,126,14346
2017,37,4,3,87,122,14199
2015,22,8,8,86,125,14144
2007,38,3,2,89,120,14740
2014,32,7,9,85,122,15050
2007,11,7,2,84,129,13166
2009,32,8,6,87,120,15341
2000,17,7,8,84,129,13959
2017,0,8,5,88,129,13786
2012,20,4,5,86,128,13658
2014,1,7,8,82,123,14292
2017,13,2,5,90,122,12774
2003,25,0,2,80,126,13425
2005,22,9,6,89,130,14884
2014,6,5,1,90,121,13546
2003,6,4,4,80,122,13009
2006,36,7,3,81,130,15079
2013,35,4,2,84,130,14987
2005,38,5,2,84,128,14788
2017,9,8,9,87,123,14191
2017,2,0,9,87,125,12587
2008,12,1,10,83,120,12561
2010,35,3,10,84,124,14375
2013,24,7,0,83,121,14744
2007,37,5,8,83,125,15487
2011,15,0,7,82,125,12761
2011,5,6,8,90,122,14194
2018,4,6,4,81,121,12818
2013,24,7,9,80,120,14921
2016,9,0,9,81,122,12234
2005,34,0,1,84,125,13084
2013,8,1,4,87,124,12050
2007,7,9,1,89,126,13791
2000,32,1,5,88,128,13959
2008,1,3,2,90,126,12548
2014,6,3,3,80,129,13098
2007,24,4,0,82,122,13703
2015,32,2,5,83,122,13800
2018,1,9,4,83,124,14554
2007,30,1,8,87,127,13847
2010,2,0,1,85,129,12416
2017,16,7,9,85,121,14382
2007,17,10,3,82,125,14489
2002,14,1,5,83,123,12512
2004,5,2,6,85,127,12978
2007,29,10,0,82,125,14603
2001,34,8,3,85,127,15726
2000,32,5,2,90,126,14127
2008,20,10,4,83,127,15103
2000,33,8,8,90,129,16174
2003,2,1,4,84,129,11719
2004,19,1,4,80,128,12488
2002,3,8,10,90,126,13387
2017,4,4,0,85,121,13221
2007,4,1,6,88,124,12509
2003,33,6,8,83,127,15715
2000,31,0,3,89,120,12907
2016,1,9,0,82,120,13561
2018,5,0,4,88,123,12789
2002,36,8,6,82,124,16151
2000,38,7,9,89,126,15298
2005,8,8,3,88,122,14173
2010,33,2,0,86,120,13486
2006,12,3,7,83,126,13094
2007,26,6,0,88,126,13933
2013,4,4,1,88,126,12160
2001,3,4,7,90,128,13152
2013,16,8,4,88,120,14210
2016,24,3,5,85,130,14229
2013,24,10,3,84,130,14592
2005,18,8,9,80,123,14501
2000,0,2,6,89,125,12726
2015,31,3,8,85,124,13843
2011,27,0,7,83,122,13469
2010,20,5,4,89,120,14407
2018,10,2,4,80,128,12086
2000,13,0,0,88,128,11681
2004,8,0,5,82,124,12081
2016,9,0,3,82,130,12740
2004,22,4,6,83,130,13658
2003,28,2,0,89,128,14124
2018,37,7,10,83,121,16044
2007,1,6,4,83,123,13471
2003,21,6,9,82,125,14507
2014,29,8,4,82,124,14648
2002,2,4,3,86,129,12541
2002,3,1,9,85,130,11998
2012,27,5,2,81,126,13758
2006,37,6,3,81,126,14808
2002,36,7,9,85,125,15855
2004,15,9,5,80,124,14995
2018,25,0,7,86,122,13631
2012,34,6,2,85,125,15544
2010,0,4,6,81,120,13120
2016,4,5,0,85,122,13430
2009,11,9,10,90,120,13988
2012,31,8,1,83,129,15055
2006,0,9,1,81,127,13450
2003,27,2,2,80,127,13218
2018,31,6,7,85,124,14309
2009,9,10,10,90,129,14433
2001,11,9,5,87,129,14111
2012,27,1,9,80,120,12993
2015,13,0,0,90,120,12099
2004,3,7,3,87,129,13590
2001,28,1,0,90,126,13023
2017,7,1,2,85,130,12969
2008,27,3,0,90,123,13250
2006,34,8,4,82,124,15265
2003,7,6,2,86,121,13007
2005,11,3,5,88,130,12618
2012,36,7,9,84,127,15029
2004,0,6,3,83,127,12905
2017,13,1,9,87,125,13403
2013,8,7,4,88,124,13429
2013,33,0,7,86,130,13503
2008,11,8,1,90,125,13848
2005,21,9,5,82,122,14693
2000,9,1,6,87,128,11891
2017,31,3,3,80,129,13606
2013,10,5,5,87,121,13106
2006,1,7,10,89,123,13127
2006,8,5,5,90,125,12910
2017,8,10,6,80,123,14155
2015,12,0,8,90,130,12260
2016,6,3,9,83,122,12880
2014,5,8,7,81,122,13660
2013,34,10,3,89,130,15251
2000,17,4,8,80,125,13410
2007,8,7,8,81,128,13335
2010,2,3,6,85,124,12743
2016,26,0,6,87,123,12643
2016,3,9,1,82,130,14467
2018,29,5,2,83,128,14083
2002,14,10,3,82,127,14580
2005,14,1,8,80,128,12942
2008,5,0,4,88,127,11753
2011,32,1,7,81,127,14325
2008,38,8,6,82,125,15363
2007,37,5,5,89,120,14583
2009,36,2,6,87,122,14814
2003,5,10,9,83,122,14025
2011,9,5,3,84,125,13344
2005,38,9,0,87,127,15553
2012,11,6,7,87,125,14103
2003,12,9,5,84,120,13971
2014,6,7,0,84,126,12783
2017,23,8,3,89,125,14486
2010,19,1,6,82,120,13087
2015,6,0,9,82,123,12393
2016,37,3,7,84,129,15471
2017,34,2,3,83,129,14799
2012,22,1,9,88,123,13723
2011,5,0,6,81,125,12830
2007,29,5,6,82,128,14979
2008,11,7,4,80,126,13990
2004,8,0,3,86,120,12609
2009,2,8,4,88,127,13473
2012,22,5,2,84,124,14308
2002,31,2,6,80,125,13832
2016,16,10,1,87,123,14271
2012,3,3,5,85,129,12250
2017,11,3,7,81,122,12446
2010,15,6,0,88,129,12938
2010,19,1,1,89,127,12911
2011,30,1,6,90,121,14379
2002,35,5,6,85,122,14923
2001,9,2,8,82,129,13439
2003,35,0,7,84,123,14332
2018,0,9,9,80,127,14157
2003,23,8,9,82,125,15059
2001,27,7,2,88,121,15016
2016,23,1,3,83,121,13596
2010,3,3,0,82,120,11799
2014,27,10,8,82,121,14994
2016,7,1,8,87,124,12988
2004,24,9,5,81,125,14259
2006,11,4,7,89,121,13137
2013,15,1,6,85,126,13195
2011,25,8,8,83,127,15449
2018,28,10,5,89,127,15761
2000,1,8,0,90,121,13940
2002,22,10,5,86,130,14645
2012,26,6,8,90,130,14895
2012,2,10,1,90,128,14546
2009,20,7,6,84,128,13938
2004,33,3,3,80,125,13557
2000,13,9,4,86,124,14233
2017,29,3,10,90,127,13839
2015,16,9,1,89,129,14090
2010,4,3,7,81,130,13107
2016,14,2,3,80,129,12577
2011,29,9,0,89,123,15184
2000,27,7,3,80,129,14183
2006,36,1,10,88,127,14199
2017,37,10,4,88,121,16037
2011,1,6,0,87,125,12692
2017,13,4,6,83,130,14002
2000,17,9,1,81,125,14382
2011,33,1,2,87,124,14171
2002,24,5,7,82,127,13509
2012,30,10,7,81,124,15170
2010,9,1,10,82,130,12883
2017,31,4,4,81,130,14630
2015,34,0,3,81,127,13482
2001,16,9,3,86,122,14192
2013,2,6,8,86,127,13507
2014,10,10,10,85,125,14952
2000,16,4,4,83,120,13524
2017,16,7,6,84,125,13493
2015,14,8,5,82,122,13903
2016,8,3,9,85,124,12965
2003,37,0,4,80,128,13866
2004,33,0,10,83,129,13713
2011,22,2,5,86,129,13492
2000,16,4,7,86,126,14101
2005,20,8,7,87,121,15167
2012,2,10,0,81,126,14439
2008,10,0,0,88,127,12726
2011,13,0,7,81,120,13014
2008,20,2,8,83,126,13223
2009,27,7,1,89,126,14157
2000,17,1,2,80,120,11963
2018,35,7,6,87,125,15706
2000,20,7,7,87,128,14966
2010,2,1,3,82,129,12828
2015,26,5,1,89,127,14201
2003,37,2,3,84,126,13851
2006,34,9,7,82,128,16033
2002,16,0,3,83,129,12592
2017,36,8,3,81,123,16066
2018,28,2,1,90,129,13125
2013,25,0,0,84,123,12622
2009,10,9,5,89,129,14500
2010,36,8,10,82,124,15887
2016,5,6,10,85,123,13040
2002,6,4,10,80,125,13321
2000,22,1,7,80,124,13654
2015,3,9,0,87,126,14415
2003,12,10,3,80,123,14843
2016,10,2,6,88,125,12199
2016,2,7,0,86,121,12798
2004,21,3,3,81,126,13963
2014,26,6,4,86,121,13879
2013,37,1,9,85,120,14977
2018,25,10,1,82,130,14448
2018,2,2,7,85,126,12639
2013,19,2,3,81,128,12439
2012,31,4,4,89,129,14387
2014,13,9,5,84,126,13977
2014,33,7,2,84,123,14406
2002,35,0,3,83,130,14035
2003,38,6,8,83,121,15623
2015,26,8,3,89,128,15072
2000,33,6,8,86,121,14422
2012,1,5,8,85,120,12974
2011,19,4,3,88,128,13632
2014,26,3,2,90,127,13331
2011,12,8,8,90,124,14752
2003,21,9,2,89,121,14185
2007,16,6,5,82,125,13170
2008,34,8,4,82,122,15012
2004,32,9,9,83,124,15181
2007,32,8,8,80,127,15309
2006,10,3,0,90,129,12842
2017,23,0,1,90,126,12481
2017,30,0,9,81,122,13184
2012,22,3,4,82,122,13593
2015,12,9,3,83,120,14304
2018,21,10,4,84,129,14724
2018,11,3,4,87,127,13241
2018,4,3,5,84,123,13275
2018,7,0,2,88,126,12009
2003,29,5,4,83,121,14069
2011,9,10,4,86,125,14101
2012,38,5,9,86,123,15281
2001,9,10,1,85,123,14389
2009,22,6,6,86,125,13964
2013,21,0,5,88,120,12367
2000,37,0,2,83,120,13217
2017,31,9,3,84,120,14848
2016,37,0,5,83,128,14626
2007,5,7,3,82,130,13134
2000,29,2,6,90,121,13316
2003,11,7,5,82,125,13768
2000,12,7,0,90,123,13699
2001,27,9,5,82,120,15436
2007,18,10,8,80,121,14634
2002,14,1,5,82,127,12277
2007,10,1,0,82,130,12279
2012,3,0,2,81,121,11553
2013,21,3,0,89,122,13624
2009,34,8,1,89,121,15023
2012,17,4,8,80,128,13865
2005,3,10,7,89,130,14210
2009,33,6,2,88,129,14977
2009,6,3,10,90,125,13577
2011,12,9,8,90,128,14866
2003,10,9,9,81,126,14865
2002,0,5,5,84,122,12509
2008,28,8,7,80,125,15067
2016,5,8,3,80,127,13493
2011,22,5,9,86,123,14280
2008,38,0,4,84,128,14256
2011,17,3,2,83,120,13701
2007,30,4,3,86,123,13681
2006,23,5,1,83,125,13788
2017,30,6,10,84,123,14365
2007,34,10,10,82,128,16155
2003,2,8,4,83,126,13160
2006,6,4,9,83,120,12648
2015,0,3,2,87,123,13163
2013,26,5,1,89,127,14065
2016,27,8,9,85,121,15515
2010,23,1,6,82,123,13092
2018,22,3,3,89,126,13630
2008,28,7,7,82,127,14369
2018,13,8,3,87,130,14473
2015,4,9,0,87,126,14314
2016,9,0,7,87,123,12296
2000,15,6,5,87,120,13335
2012,28,7,0,82,129,14428
2003,26,7,0,83,125,14726
2004,13,4,1,90,128,13459
2016,18,8,0,87,122,14639
2009,28,7,7,88,123,14256
2014,25,0,4,89,130,12765
2002,19,2,5,80,122,13579
2012,18,8,7,88,124,14859
2008,16,6,3,81,128,14221
2010,3,1,4,86,130,12549
2013,8,4,0,82,126,12830
2005,33,9,5,87,127,15736
2005,13,1,0,83,126,12878
2016,38,10,3,81,127,16577
2018,33,9,3,84,122,15910
2006,1,9,6,88,130,14653
2008,0,2,2,84,126,12042
2005,28,5,8,83,123,14467
2018,6,9,0,90,122,13243
2011,20,9,4,84,128,14280
2014,24,1,4,90,125,13254
2000,34,3,7,84,125,14346
2009,21,9,9,86,122,14303
2017,26,6,1,87,121,14631
2005,17,0,6,80,128,12662
2015,14,2,10,84,125,13298
2013,37,8,3,85,120,15510
2016,31,1,1,87,129,13002
2011,32,9,6,89,127,15491
2004,2,9,1,82,121,13200
2000,0,2,9,88,126,12498
2008,23,9,6,84,130,14433
2018,7,2,2,85,125,13149
2004,0,10,6,84,125,14291
2009,19,5,8,87,120,14535
2013,20,7,1,81,120,13522
2016,38,0,2,89,125,13700
2000,26,3,0,87,128,13404
2012,34,3,7,84,128,15179
2008,5,6,0,85,121,12741
2016,8,3,5,90,125,12418
2001,0,3,2,86,129,12239
2015,18,0,7,89,129,12487
2013,12,6,7,83,129,13521
2002,6,5,6,82,129,13488
2002,19,3,5,81,121,13406
2002,25,6,4,83,122,13740
2007,14,5,2,90,121,13991
2013,35,3,0,90,125,13800
2007,1,1,8,80,123,11739
2015,15,1,9,82,124,13202
2014,25,1,2,85,123,12807
2011,30,3,2,85,122,14189
2011,0,9,8,89,122,14467
2000,7,3,10,84,130,13687
2013,10,10,1,82,128,14625
2012,15,9,10,87,128,15217
2013,5,3,2,83,129,12273
2011,13,10,1,88,121,14225
2002,5,7,4,85,123,13009
2005,29,4,0,86,126,14091
2005,35,2,0,87,129,14192
2006,30,0,9,82,121,13255
2016,31,8,9,80,121,16046
2012,38,9,7,80,129,15914
2016,16,3,9,89,129,13979
2003,12,4,2,83,120,12751
2017,6,3,10,89,126,12484
2011,20,5,1,86,122,13754
2004,25,1,5,80,121,13753
2006,28,9,8,81,125,14825
2002,18,10,2,83,120,14192
2003,13,8,7,86,124,14307
2015,29,8,3,82,129,15135
2014,35,8,8,90,130,15162
2002,15,0,7,87,129,13267
2004,30,0,5,89,125,12850
2012,3,10,6,80,122,14483
2000,27,0,10,84,123,13953
2000,32,3,3,84,124,13972
2017,4,1,5,88,122,12624
2012,5,3,8,84,120,12397
2011,4,10,6,90,130,14220
2010,29,6,0,89,123,14912
2009,34,9,8,80,127,15956
2006,1,8,4,87,123,13158
2017,14,9,6,87,128,14743
2014,15,4,7,84,125,13854
2016,0,0,4,90,127,12192
2006,4,6,3,90,127,13164
2005,11,4,8,89,130,13736
2003,0,0,7,83,127,11990
2012,8,6,2,82,128,13356
2012,32,9,1,88,125,15356
2002,30,4,6,87,121,14178
2016,21,7,9,90,123,14814
2015,11,1,4,90,129,12466
2015,34,2,7,83,127,14474
2018,5,0,4,85,123,12018
2004,3,5,1,80,130,12533
2011,5,0,2,82,124,11621
2013,27,6,3,82,125,14779
2002,30,3,8,81,126,13942
2013,7,2,7,84,128,13386
2001,11,4,3,83,122,13643
2000,28,9,2,84,122,15375
2018,8,2,10,84,128,12586
2001,12,6,7,88,124,13710
2013,16,7,3,81,123,13675
2004,31,1,8,85,122,13495
2013,9,7,8,85,121,14389
2013,34,3,1,83,128,14249
2012,2,9,5,80,128,14099
2004,32,2,0,90,120,14401
2016,36,9,5,80,129,16532
2001,35,5,7,90,125,14632
2002,36,3,8,80,128,15083
2018,16,5,4,87,125,14249
2007,13,10,4,85,127,13869
2016,12,9,10,84,127,14073
2009,16,2,8,87,121,12879
2004,17,5,0,81,127,13003
2012,15,9,8,89,124,15230
2011,27,6,10,88,129,15171
2014,31,0,6,85,124,14263
2012,17,4,0,89,120,12961
2015,27,8,0,89,129,14494
2015,26,7,0,88,128,14072
2015,37,4,0,81,123,15149
2010,34,8,9,89,127,15083
2017,22,3,7,83,130,13944
2013,3,0,5,80,130,12635
2016,3,7,7,87,125,13576
2004,29,9,0,80,122,14342
2010,9,5,0,83,129,13710
2008,0,6,8,83,125,12912
2007,27,2,4,90,123,13870
2013,5,6,9,89,125,14266
2007,9,3,5,82,121,13102
2008,4,0,0,84,120,11341
2002,7,9,7,83,130,14436
2004,12,10,9,85,122,14411
2004,34,4,2,87,127,14979
2011,1,7,2,80,126,13101
2003,17,10,7,89,126,15214
2018,8,9,4,86,128,14403
2004,2,0,1,89,130,11782
2002,16,2,8,82,129,13745
2001,27,9,2,80,127,15063
2018,9,9,0,85,121,13942
2009,36,9,5,84,121,15213
2004,15,3,2,86,124,13099
2000,32,0,3,85,129,12892
2014,35,8,10,87,126,15350
2016,19,5,5,85,128,14455
2015,18,1,10,80,127,13790
2018,13,0,1,90,124,12564
2018,17,5,2,89,120,14056
2007,27,8,9,82,121,15455
2007,0,6,9,85,124,14095
2013,28,10,1,84,124,14864
2011,38,3,3,88,128,14724
2009,25,7,8,87,125,14225
2014,25,3,1,90,130,13229
2018,24,10,1,90,128,15544
2016,25,2,9,84,129,14280
2002,2,10,7,83,130,14898
2003,30,4,4,86,121,14330
2012,25,6,3,89,125,13913
2006,17,10,9,82,129,14428
2004,26,3,7,82,121,13332
2011,18,9,5,80,129,14707
2011,16,4,10,83,129,13047
2010,34,2,9,86,130,13825
2003,33,8,9,82,130,15449
2009,36,1,5,84,122,14546
2007,9,10,7,90,121,14229
2013,36,6,2,90,122,15355
2004,20,0,3,84,129,12571
2012,8,2,10,85,122,12905
2014,5,0,7,86,122,12903
2013,18,2,3,81,129,12767
2004,28,10,2,88,130,15679
2005,11,9,10,87,123,14600
2006,38,10,1,80,129,16433
2001,3,8,0,82,127,13856
2013,3,5,2,80,122,12331
2011,6,9,0,82,121,13541
2014,12,2,1,90,123,12648
2005,23,10,5,84,125,14559
2001,16,5,1,89,126,13526
2014,18,1,10,84,121,13016
2008,1,4,5,83,120,12711
2001,25,7,8,85,130,15337
2004,18,6,9,87,126,13867
2012,4,3,4,88,130,12372
2004,14,10,0,87,120,14804
2015,21,10,5,85,120,15596
2010,0,6,2,88,123,12510
2004,5,4,6,84,128,12383
2017,8,4,2,89,123,13220
2013,2,4,10,83,122,13522
2012,28,10,10,83,122,15041
2001,0,3,6,82,123,12134
2006,22,10,7,81,127,15605
2018,33,8,0,87,130,14973
2012,12,0,7,89,123,12781
2003,16,4,2,83,122,12820
2000,26,3,3,86,130,13938
2009,11,8,2,89,121,13372
2001,14,7,5,82,127,13520
2003,29,9,5,89,129,14671
2001,2,5,9,88,123,13274
2011,27,8,0,84,125,15057
2002,37,8,9,88,128,16319
2008,12,6,10,86,123,14510
2016,25,5,10,90,123,13814
2004,35,8,5,90,121,14912
2009,18,7,10,83,125,14508
2017,17,9,4,85,120,13853
2012,18,2,10,86,128,13510
2009,23,2,9,88,123,13722
2018,18,4,2,88,123,14038
2004,0,1,10,81,120,13053
2011,35,10,10,89,126,16285
2007,27,0,2,88,129,13515
2007,15,0,7,83,129,13272
2016,7,0,3,87,124,12411
2008,21,6,6,82,130,13906
2009,32,7,6,81,121,15102
2005,29,5,3,88,120,14426
2018,6,2,0,89,130,11806
2010,0,8,10,81,123,14311
2013,10,4,8,88,121,13052
2012,16,5,0,90,128,13925
2002,33,10,6,83,127,16096
2001,20,9,10,90,123,14658
2004,14,6,4,80,124,13497
2007,23,9,10,85,127,15624
2003,8,10,4,84,120,13988
2006,9,2,4,88,124,12384
2009,28,7,1,86,124,14707
2015,35,9,0,83,126,16060
2013,18,9,3,82,128,14622
2013,26,4,1,84,130,14226
2017,9,4,10,82,127,13390
2012,32,1,3,89,130,14061
2016,37,8,10,86,126,16544
2005,27,3,1,89,122,13526
2010,12,1,4,88,129,12346
2005,28,6,8,89,121,15327
2006,16,10,5,84,130,14823
2015,13,5,8,86,125,13532
2005,25,8,1,86,120,15045
2015,28,9,4,86,129,14969
2015,10,4,2,85,126,12648
2012,0,9,4,81,128,14518
2015,36,3,7,84,126,15232
2008,0,1,2,86,122,12331
2013,13,5,10,80,130,13620
2016,1,1,5,80,127,12286
2017,38,7,7,83,125,15122
2006,32,2,2,83,124,14120
2005,14,0,9,83,120,12509
2013,28,1,10,87,120,13408
2007,9,6,4,84,122,13568
2002,15,2,1,90,126,12740
2007,4,9,7,82,120,13557
